ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Q01]Value	[Q02]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Screentitle 2]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	Unnamed: 487	screen	idea	attribute	Label	MissingValue
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14853	10:39:03.673	1511862055639669															0	65		Fixation	337	232	161	15,32	177,75	29,84		4456	211	176	260	166	235	171	233	169	56,42	242,77	69,47	245,43	62,95	244,10	209,42	204,00	622,48	276,45	205,81	618,58					656,42	656,42	3.3	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14857	10:39:03.676	1511862055643011															0	65		Fixation	337	232	161	15,32	177,75	29,84		4457	210	160	249	152	229	156	227	154	56,16	246,86	66,63	249,07	61,39	247,97	209,41	204,00	622,48	276,44	205,82	618,59					656,43	656,43	3.3	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14860	10:39:03.680	1511862055646336															0	65		Fixation	337	232	161	15,32	177,75	29,84		4458	223	163	252	160	237	161	235	159	59,58	246,06	67,52	246,96	63,55	246,51	209,40	204,01	622,49	276,43	205,81	618,57					656,44	656,44	3.29	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14863	10:39:03.683	1511862055649680															0	65		Fixation	337	232	161	15,32	177,75	29,84		4459	218	168	249	160	233	164	231	162	58,22	244,73	66,61	247,09	62,42	245,91	209,39	204,02	622,51	276,43	205,82	618,58					656,46	656,46	3.3	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14867	10:39:03.686	1511862055653006															0	65		Fixation	337	232	161	15,32	177,75	29,84		4460	224	173	250	159	237	166	235	164	59,84	243,61	67,03	247,24	63,44	245,42	209,38	204,03	622,54	276,42	205,82	618,58					656,49	656,49	3.28	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14870	10:39:03.690	1511862055656347															0	65		Fixation	337	232	161	15,32	177,75	29,84		4461	214	176	253	152	233	164	231	162	57,20	242,82	67,80	249,24	62,50	246,03	209,37	204,03	622,54	276,41	205,83	618,59					656,50	656,50	3.3	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14873	10:39:03.693	1511862055659668															0	65		Fixation	337	232	161	15,32	177,75	29,84		4462	213	166	246	149	229	157	227	155	56,95	245,33	65,84	249,81	61,40	247,57	209,37	204,02	622,52	276,41	205,84	618,62					656,48	656,48	3.3	3.28	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14877	10:39:03.696	1511862055663008															0	65		Fixation	337	232	161	15,32	177,75	29,84		4463	213	167	253	160	233	163	231	161	57,02	245,20	67,78	247,08	62,40	246,14	209,37	204,01	622,51	276,40	205,83	618,59					656,46	656,46	3.31	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14880	10:39:03.700	1511862055666332															0	65		Fixation	337	232	161	15,32	177,75	29,84		4464	212	162	257	159	234	160	232	158	56,61	246,53	68,65	247,30	62,63	246,91	209,36	204,02	622,52	276,39	205,83	618,57					656,47	656,47	3.32	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14883	10:39:03.703	1511862055669666															0	65		Fixation	337	232	161	15,32	177,75	29,84		4465	222	178	258	169	240	173	238	171	59,42	242,14	69,07	244,64	64,24	243,39	209,35	204,01	622,51	276,38	205,83	618,58					656,46	656,46	3.28	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14887	10:39:03.706	1511862055673002															0	65		Fixation	337	232	161	15,32	177,75	29,84		4466	219	170	258	157	238	163	236	161	58,55	244,23	69,06	247,75	63,80	245,99	209,35	204,01	622,52	276,37	205,83	618,58					656,48	656,48	3.31	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14890	10:39:03.710	1511862055676332															0	65		Fixation	337	232	161	15,32	177,75	29,84		4467	218	170	260	155	239	162	237	160	58,40	244,21	69,60	248,46	64,00	246,34	209,34	204,02	622,54	276,36	205,83	618,58					656,50	656,50	3.3	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14893	10:39:03.713	1511862055679672															0	65		Fixation	337	232	161	15,32	177,75	29,84		4468	218	174	247	154	232	164	230	162	58,24	243,18	66,03	248,50	62,14	245,84	209,33	204,01	622,52	276,36	205,83	618,56					656,47	656,47	3.27	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14897	10:39:03.716	1511862055682997															0	65		Fixation	337	232	161	15,32	177,75	29,84		4469	208	179	255	166	231	172	229	170	55,79	241,79	68,13	245,25	61,96	243,52	209,32	204,01	622,55	276,35	205,83	618,56					656,50	656,50	3.29	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14900	10:39:03.720	1511862055686333															0	65		Fixation	337	232	161	15,32	177,75	29,84		4470	219	170	258	162	238	166	236	164	58,71	244,39	68,94	246,51	63,82	245,45	209,31	204,00	622,54	276,34	205,83	618,57					656,48	656,48	3.3	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14903	10:39:03.723	1511862055689666															0	65		Fixation	337	232	161	15,32	177,75	29,84		4471	223	168	255	158	239	163	237	161	59,71	244,80	68,14	247,65	63,93	246,22	209,30	204,00	622,54	276,33	205,83	618,56					656,49	656,49	3.3	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14907	10:39:03.726	1511862055693003															0	65		Fixation	337	232	161	15,32	177,75	29,84		4472	221	173	244	164	232	168	230	166	59,12	243,57	65,31	246,00	62,21	244,79	209,30	204,00	622,55	276,33	205,83	618,57					656,50	656,50	3.3	3.29	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14910	10:39:03.730	1511862055696325															0	65		Fixation	337	232	161	15,32	177,75	29,84		4473	219	166	254	163	236	164	234	162	58,53	245,29	67,88	246,19	63,20	245,74	209,29	203,98	622,51	276,32	205,84	618,58					656,46	656,46	3.29	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14913	10:39:03.733	1511862055699666															0	65		Fixation	337	232	161	15,32	177,75	29,84		4474	218	176	248	158	233	167	231	165	58,44	242,68	66,32	247,62	62,38	245,15	209,28	203,98	622,53	276,32	205,83	618,56					656,48	656,48	3.3	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14917	10:39:03.736	1511862055702994															0	65		Fixation	337	232	161	15,32	177,75	29,84		4475	220	171	251	160	235	165	233	163	58,80	243,91	67,11	247,11	62,96	245,51	209,28	203,97	622,52	276,31	205,83	618,57					656,47	656,47	3.28	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14920	10:39:03.740	1511862055706332															0	65		Fixation	337	232	161	15,32	177,75	29,84		4476	213	162	255	159	234	160	232	158	57,06	246,55	68,28	247,34	62,67	246,95	209,27	203,98	622,54	276,31	205,84	618,58					656,48	656,48	3.32	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14923	10:39:03.743	1511862055709658															0	65		Fixation	337	232	161	15,32	177,75	29,84		4477	212	184	248	155	230	169	228	167	56,82	240,66	66,27	248,27	61,54	244,46	209,27	203,97	622,53	276,31	205,85	618,59					656,47	656,47	3.3	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14927	10:39:03.746	1511862055712998															0	65		Fixation	337	232	161	15,32	177,75	29,84		4478	216	186	243	160	229	173	227	171	57,75	240,09	65,09	246,94	61,42	243,52	209,27	203,97	622,53	276,30	205,85	618,60					656,47	656,47	3.3	3.29	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14930	10:39:03.750	1511862055716325															0	65		Fixation	337	232	161	15,32	177,75	29,84		4479	226	178	248	160	237	169	235	167	60,45	242,06	66,48	247,02	63,46	244,54	209,26	203,97	622,53	276,30	205,85	618,59					656,47	656,47	3.28	3.29	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14933	10:39:03.753	1511862055719668															0	65		Fixation	337	232	161	15,32	177,75	29,84		4480	218	171	249	155	233	163	231	161	58,22	243,94	66,61	248,25	62,42	246,10	209,26	203,98	622,54	276,29	205,86	618,60					656,48	656,48	3.29	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14937	10:39:03.756	1511862055722991															0	65		Fixation	337	232	161	15,32	177,75	29,84		4481	209	167	244	154	226	160	224	158	55,92	245,11	65,36	248,64	60,64	246,88	209,25	203,98	622,54	276,29	205,85	618,59					656,49	656,49	3.29	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14940	10:39:03.760	1511862055726330															0	65		Fixation	337	232	161	15,32	177,75	29,84		4482	217	168	248	163	232	165	230	163	58,14	244,91	66,41	246,24	62,28	245,58	209,25	203,98	622,54	276,29	205,87	618,62					656,49	656,49	3.29	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14943	10:39:03.763	1511862055729656															0	65		Fixation	337	232	161	15,32	177,75	29,84		4483	219	172	252	155	235	163	233	161	58,54	243,79	67,56	248,30	63,05	246,04	209,24	203,99	622,55	276,29	205,87	618,62					656,50	656,50	3.3	3.29	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14947	10:39:03.766	1511862055732997															0	65		Fixation	337	232	161	15,32	177,75	29,84		4484	220	168	248	152	234	160	232	158	58,84	244,82	66,34	249,20	62,59	247,01	209,24	203,99	622,54	276,29	205,87	618,61					656,49	656,49	3.31	3.28	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14950	10:39:03.770	1511862055736324															0	65		Fixation	337	232	161	15,32	177,75	29,84		4485	211	173	261	156	236	164	234	162	56,40	243,48	69,93	248,15	63,16	245,81	209,24	203,99	622,54	276,29	205,86	618,58					656,49	656,49	3.3	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14953	10:39:03.773	1511862055739665															0	65		Fixation	337	232	161	15,32	177,75	29,84		4486	207	170	245	155	226	162	224	160	55,41	244,39	65,58	248,34	60,49	246,37	209,25	204,00	622,54	276,29	205,87	618,59					656,49	656,49	3.31	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14957	10:39:03.776	1511862055742990															0	65		Fixation	337	232	161	15,32	177,75	29,84		4487	220	169	253	166	236	167	234	165	58,98	244,52	67,69	245,42	63,33	244,97	209,25	204,01	622,56	276,29	205,88	618,61					656,52	656,52	3.3	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14960	10:39:03.780	1511862055746329															0	65		Fixation	337	232	161	15,32	177,75	29,84		4488	215	171	241	161	228	166	226	164	57,44	244,06	64,62	246,65	61,03	245,35	209,25	204,01	622,55	276,29	205,88	618,60					656,51	656,51	3.32	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14963	10:39:03.783	1511862055749655															0	65		Fixation	337	232	161	15,32	177,75	29,84		4489	221	171	256	157	238	164	236	162	59,10	243,95	68,46	247,71	63,78	245,83	209,25	204,02	622,56	276,30	205,89	618,62					656,51	656,51	3.32	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14967	10:39:03.786	1511862055752995															0	65		Fixation	337	232	161	15,32	177,75	29,84		4490	216	164	248	155	232	159	230	157	57,74	245,80	66,38	248,31	62,06	247,05	209,25	204,02	622,55	276,30	205,90	618,63					656,51	656,51	3.31	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14970	10:39:03.790	1511862055756322															0	65		Fixation	337	232	161	15,32	177,75	29,84		4491	224	176	250	160	237	168	235	166	59,88	242,57	66,84	246,96	63,36	244,76	209,25	204,04	622,57	276,30	205,91	618,63					656,54	656,54	3.31	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14973	10:39:03.793	1511862055759649															0	65		Fixation	337	232	161	15,32	177,75	29,84		4492	227	171	243	154	235	162	233	160	60,65	244,06	64,95	248,60	62,80	246,33	209,25	204,04	622,56	276,30	205,91	618,64					656,53	656,53	3.3	3.29	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14977	10:39:03.796	1511862055762991															0	65		Fixation	337	232	161	15,32	177,75	29,84		4493	215	174	251	155	233	164	231	162	57,42	243,30	67,13	248,42	62,28	245,86	209,25	204,05	622,56	276,31	205,91	618,62					656,53	656,53	3.32	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14980	10:39:03.800	1511862055766313															0	65		Fixation	337	232	161	15,32	177,75	29,84		4494	215	183	249	158	232	170	230	168	57,46	240,82	66,61	247,54	62,04	244,18	209,26	204,06	622,57	276,31	205,92	618,64					656,54	656,54	3.31	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14983	10:39:03.803	1511862055769655															0	65		Fixation	337	232	161	15,32	177,75	29,84		4495	213	176	247	159	230	167	228	165	57,07	242,59	66,05	247,33	61,56	244,96	209,26	204,06	622,56	276,32	205,92	618,63					656,54	656,54	3.33	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14987	10:39:03.806	1511862055772984															0	65		Fixation	337	232	161	15,32	177,75	29,84		4496	218	170	248	158	233	164	231	162	58,24	244,23	66,27	247,55	62,26	245,89	209,27	204,06	622,54	276,32	205,92	618,63					656,52	656,52	3.3	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14990	10:39:03.810	1511862055776318															0	65		Fixation	337	232	161	15,32	177,75	29,84		4497	218	182	256	157	237	169	235	167	58,34	241,13	68,52	247,74	63,43	244,44	209,27	204,07	622,55	276,33	205,92	618,63					656,52	656,52	3.3	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14993	10:39:03.813	1511862055779646															0	65		Fixation	337	232	161	15,32	177,75	29,84		4498	221	172	250	160	235	166	233	164	59,02	243,72	66,97	246,89	62,99	245,31	209,28	204,08	622,56	276,33	205,92	618,62					656,53	656,53	3.3	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									14997	10:39:03.816	1511862055782990															0	65		Fixation	337	232	161	15,32	177,75	29,84		4499	212	170	249	158	230	164	228	162	56,78	244,42	66,55	247,43	61,67	245,93	209,28	204,09	622,59	276,34	205,93	618,64					656,57	656,57	3.32	3.32	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15000	10:39:03.820	1511862055786312															0	65		Fixation	337	232	161	15,32	177,75	29,84		4500	211	176	250	157	230	166	228	164	56,49	242,58	66,94	247,93	61,72	245,25	209,29	204,10	622,60	276,35	205,93	618,64					656,58	656,58	3.32	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15003	10:39:03.823	1511862055789651															0	65		Fixation	337	232	161	15,32	177,75	29,84		4501	215	169	256	161	235	165	233	163	57,45	244,48	68,57	246,63	63,01	245,55	209,29	204,11	622,61	276,35	205,94	618,65					656,59	656,59	3.34	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15007	10:39:03.826	1511862055792979															0	65		Fixation	337	232	161	15,32	177,75	29,84		4502	205	173	245	163	225	168	223	166	54,76	243,60	65,53	246,29	60,14	244,95	209,30	204,12	622,62	276,36	205,94	618,66					656,61	656,61	3.31	3.34	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15010	10:39:03.830	1511862055796320															0	65		Fixation	337	232	161	15,32	177,75	29,84		4503	208	169	245	158	226	163	224	161	55,75	244,70	65,67	247,63	60,71	246,16	209,30	204,13	622,64	276,36	205,94	618,66					656,63	656,63	3.34	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15013	10:39:03.833	1511862055799645															0	65		Fixation	337	232	161	15,32	177,75	29,84		4504	219	180	250	161	234	170	232	168	58,70	241,56	67,01	246,77	62,85	244,16	209,31	204,12	622,63	276,37	205,95	618,68					656,62	656,62	3.3	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15017	10:39:03.836	1511862055802986															0	65		Fixation	337	232	161	15,32	177,75	29,84		4505	215	169	251	164	233	166	231	164	57,65	244,51	67,29	245,82	62,47	245,17	209,31	204,13	622,63	276,38	205,95	618,68					656,62	656,62	3.3	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15020	10:39:03.840	1511862055806311															0	65		Fixation	337	232	161	15,32	177,75	29,84		4506	201	164	254	159	227	161	225	159	53,84	245,87	67,93	247,29	60,88	246,58	209,32	204,13	622,64	276,38	205,95	618,67					656,63	656,63	3.34	3.31	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15023	10:39:03.843	1511862055809651															0	65		Fixation	337	232	161	15,32	177,75	29,84		4507	222	166	248	165	235	165	233	163	59,48	245,48	66,39	245,74	62,93	245,61	209,32	204,14	622,66	276,39	205,95	618,68					656,65	656,65	3.28	3.3	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15027	10:39:03.846	1511862055812977															0	65		Fixation	337	232	161	15,32	177,75	29,84		4508	213	173	248	157	230	165	228	163	56,88	243,46	66,45	247,80	61,66	245,63	209,33	204,14	622,65	276,40	205,96	618,71					656,64	656,64	3.31	3.34	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15030	10:39:03.850	1511862055816316															0	65		Fixation	337	232	161	15,32	177,75	29,84		4509	212	162	243	158	227	160	225	158	56,86	246,56	65,00	247,48	60,93	247,02	209,33	204,15	622,67	276,40	205,96	618,71					656,66	656,66	3.32	3.33	0	0					base	base	base		
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									15033	10:39:03.853	1511862055819647															0	65		Fixation	337	232	161	15,32	177,75	29,84		4510	226	176	244	154	235	165	233	163	60,49	242,74	65,39	248,62	62,94	245,68	209,34	204,16	622,69	276,41	205,96	618,69					656,68	656,68	3.32	3.34	0	0					base	base	base		
